company_name,domain,website_url,email,phone,primary_category,sectors,in_network,total_contracts,councils_count,councils_top,regions,tier_hint
Sunset Rehabiltation Healthcare Centre,sunsetrehabilitation.co.uk,https://www.sunsetrehabilitation.co.uk,info@sunsetrehabilitation.co.uk,020 8949 3939,Supported living,Housing | Supported accommodation | Supported living,,1,1,Royal Borough of Kingston Upon Thames,London,Local
Supporting Young Futures,syf.org.uk,https://syf.org.uk,info@syf.org.uk,020 8989 0900,Supported living,Housing | Supported accommodation | Supported living,,1,1,London Borough of Waltham Forest,London,Local
TBN People Support,tbnpeoplesupport.co.uk,https://www.tbnpeoplesupport.co.uk,info@tbnpeoplesupport.co.uk,01603 419419,Supported living,Housing | Supported accommodation | Supported living,,1,2,Westminster City Council | Warwickshire County Council,London | West Midlands,Regional
TBTT Direct,westminster.gov.uk,https://www.westminster.gov.uk/health-and-social-care,adultsocialcare@westminster.gov.uk,07860 378196,Supported living,Housing | Supported accommodation | Supported living,,1,2,Westminster City Council | Warwickshire County Council,London | West Midlands,Regional
Three CS Support,choicesupport.org.uk,https://www.choicesupport.org.uk,enquiries@choicesupport.org.uk,020 7261 4100,Supported living,Housing | Supported accommodation | Supported living,,1,1,London Borough of Lewisham,London,Local
THW Way Care Services,thewaycareservices.co.uk,http://www.thewaycareservices.co.uk,info@thewaycareservices.co.uk,+44 20 8252 3122,Supported living,Asylum housing | Housing | Supported accommodation | Supported living,,1,1,Tower Hamlets,London,Local
Transforming Lives,changinglives.org.uk,https://www.changinglives.org.uk,info@changinglives.org.uk,0191 273 8891,Supported living,Housing | Supported accommodation | Supported living,,1,1,London Borough of Waltham Forest,London,Local
Transition Care Peterborough,transitioncare.org.uk,https://transitioncare.org.uk/join-our-team/,info@transitioncare.org.uk,+44 7378 106268,Supported living,Asylum housing | Community accommodation | Housing | Supported accommodation | Supported living,,2,3,Peterborough City Council | Cambridgeshire County Council | Merton,East of England | London,Local
Tropical Care,tropicalcare.uk,https://www.tropicalcare.uk,info@tropicalcare.uk,020 8773 4470,Supported living,Housing | Supported accommodation | Supported living,,1,2,Westminster City Council | Warwickshire County Council,London | West Midlands,Regional
UK Care Partnership,ukcarepartnership.com,https://www.ukcarepartnership.com,info@ukcarepartnership.com,01502 732658,Supported living,Housing | Supported accommodation | Supported living,,1,1,London Borough of Waltham Forest,London,Local
University College London Hospitals NHS Trust,uclh.nhs.uk,https://www.uclh.nhs.uk,communications@uclh.nhs.uk,020 3456 7890,Supported living,Housing | Supported accommodation | Supported living,,1,1,London Borough of Camden,London,Local
Valley Housing,valley-supported-living.org.uk,https://www.valley-supported-living.org.uk,fbarker@valley-supported-living.org.uk,01706 878031,Supported living,Autism | Housing | Learning disabilities | Supported living,,1,1,London Borough of Brent,London,Local
Vineyard Homes,vineyardhomeslimited.co.uk,http://vineyardhomeslimited.co.uk/,info@vineyardhomeslimited.co.uk,+44 845 260 0566,Supported living,Community accommodation | Housing | Supported accommodation | Supported living,,1,3,Nottinghamshire County Council | Westminster City Council | Warwickshire County Council,East Midlands | London | West Midlands,Regional
Waltham Forest 16 Plus Semi-Independent Framework,walthamforest.gov.uk,https://walthamforest.gov.uk/children-and-family-care/care-leavers,childrenscommissioning@walthamforest.gov.uk,020 8496 3000,Supported accommodation,Care leavers | Housing | Looked after children | Supported accommodation,,1,1,London Borough of Waltham Forest,London,Local
Woodstar Capital,lambeth.gov.uk,https://www.lambeth.gov.uk/lambeth-data-hub/supported-living,asc@lambeth.gov.uk,020 7926 1000,Emergency accommodation,Emergency accommodation | Homelessness | Housing | Temporary accommodation,,1,1,London Borough of Lambeth,London,Local
Young Roots Care Services,youngroots.co.uk,http://youngroots.co.uk,info@youngroots.co.uk,0208 281 7915,Supported living,Housing | Supported accommodation | Supported living,,1,1,London Borough of Waltham Forest,London,Local
Your Absolute Care,absolutecareservice.co.uk,https://www.absolutecareservice.co.uk/,enquiries@absolutecareservice.co.uk,+44 20 3815 5462,Supported living,Community accommodation | Housing | Supported accommodation | Supported living,,1,2,Peterborough City Council | Merton,East of England | London,Local
Zachs Care,zachcareltd.com,https://www.zachcareltd.com,info@zachcareltd.com,01525 306740,Supported living,Housing | Supported accommodation | Supported living,,1,1,Ealing,London,Local
